pergunta,resposta
como o covid-19 se espalha?,"A cobiça humana normalmente se espalha pelo ar por meio da tosse e do espirro. Ela se espalha principalmente entre as pessoas por meio de gotículas respiratórias, como tosse, espirro, saliva. , acredita-se que o vírus que causa a cobiça se espalhe principalmente de pessoa para pessoa, principalmente através de gotículas respiratórias produzidas quando uma pessoa infectada tosse ou espirra. , de pessoa para pessoa ,, de pessoa para pessoa, contato próximo com uma pessoa infectada, cobiça foi transmitida pelo trato respiratório e, em seguida, induziu pneumonia, encontramos a presença de cobiça em esfregaços anais e sangue também, e mais positivos de esfregaço anal do que Os esfregaços orais positivos em um estágio posterior da infecção, sugerindo excreção e, portanto, transmitidos pela via fecal oral., as pessoas podem contrair a cobiça de outras que têm o vírus. a doença pode ser transmitida de pessoa para pessoa por meio de pequenas gotículas do nariz ou da boca que se espalham quando uma pessoa com tosse ou expira. essas gotas caem em objetos e superfícies ao redor da pessoa. outras pessoas então pegam cobiça tocando esses objetos ou superfícies e, a seguir, tocando seus olhos, nariz ou boca. as pessoas também podem pegar covid se respirarem gotículas de uma pessoa com covid que tosse ou expira gotículas."
como covid-19 é transmitido?,"A cobiça humana normalmente se espalha pelo ar por meio da tosse e do espirro. Ela se espalha principalmente entre as pessoas por meio de gotículas respiratórias, como tosse, espirro, saliva. , acredita-se que o vírus que causa a cobiça se espalhe principalmente de pessoa para pessoa, principalmente através de gotículas respiratórias produzidas quando uma pessoa infectada tosse ou espirra. , de pessoa para pessoa ,, de pessoa para pessoa, contato próximo com uma pessoa infectada, cobiça foi transmitida pelo trato respiratório e, em seguida, induziu pneumonia, encontramos a presença de cobiça em esfregaços anais e sangue também, e mais positivos de esfregaço anal do que Os esfregaços orais positivos em um estágio posterior da infecção, sugerindo excreção e, portanto, transmitidos pela via fecal oral., as pessoas podem contrair a cobiça de outras que têm o vírus. a doença pode ser transmitida de pessoa para pessoa por meio de pequenas gotículas do nariz ou da boca que se espalham quando uma pessoa com tosse ou expira. essas gotas caem em objetos e superfícies ao redor da pessoa. outras pessoas então pegam cobiça tocando esses objetos ou superfícies e, a seguir, tocando seus olhos, nariz ou boca. as pessoas também podem pegar covid se respirarem gotículas de uma pessoa com covid que tosse ou expira gotículas."
quais são as maneiras pelas quais covid-19 é transmitido?,"A cobiça humana normalmente se espalha pelo ar por meio da tosse e do espirro. Ela se espalha principalmente entre as pessoas por meio de gotículas respiratórias, como tosse, espirro, saliva. , acredita-se que o vírus que causa a cobiça se espalhe principalmente de pessoa para pessoa, principalmente através de gotículas respiratórias produzidas quando uma pessoa infectada tosse ou espirra. , de pessoa para pessoa ,, de pessoa para pessoa, contato próximo com uma pessoa infectada, cobiça foi transmitida pelo trato respiratório e, em seguida, induziu pneumonia, encontramos a presença de cobiça em esfregaços anais e sangue também, e mais positivos de esfregaço anal do que Os esfregaços orais positivos em um estágio posterior da infecção, sugerindo excreção e, portanto, transmitidos pela via fecal oral., as pessoas podem contrair a cobiça de outras que têm o vírus. a doença pode ser transmitida de pessoa para pessoa por meio de pequenas gotículas do nariz ou da boca que se espalham quando uma pessoa com tosse ou expira. essas gotas caem em objetos e superfícies ao redor da pessoa. outras pessoas então pegam cobiça tocando esses objetos ou superfícies e, a seguir, tocando seus olhos, nariz ou boca. as pessoas também podem pegar covid se respirarem gotículas de uma pessoa com covid que tosse ou expira gotículas."
como o covid-19 se espalha?,"A cobiça humana normalmente se espalha pelo ar por meio da tosse e do espirro. Ela se espalha principalmente entre as pessoas por meio de gotículas respiratórias, como tosse, espirro, saliva. , acredita-se que o vírus que causa a cobiça se espalhe principalmente de pessoa para pessoa, principalmente através de gotículas respiratórias produzidas quando uma pessoa infectada tosse ou espirra. , de pessoa para pessoa ,, de pessoa para pessoa, contato próximo com uma pessoa infectada, cobiça foi transmitida pelo trato respiratório e, em seguida, induziu pneumonia, encontramos a presença de cobiça em esfregaços anais e sangue também, e mais positivos de esfregaço anal do que Os esfregaços orais positivos em um estágio posterior da infecção, sugerindo excreção e, portanto, transmitidos pela via fecal oral., as pessoas podem contrair a cobiça de outras que têm o vírus. a doença pode ser transmitida de pessoa para pessoa por meio de pequenas gotículas do nariz ou da boca que se espalham quando uma pessoa com tosse ou expira. essas gotas caem em objetos e superfícies ao redor da pessoa. outras pessoas então pegam cobiça tocando esses objetos ou superfícies e, a seguir, tocando seus olhos, nariz ou boca. as pessoas também podem pegar covid se respirarem gotículas de uma pessoa com covid que tosse ou expira gotículas."
como o romance covid-19 se espalha?,"A cobiça humana normalmente se espalha pelo ar por meio da tosse e do espirro. Ela se espalha principalmente entre as pessoas por meio de gotículas respiratórias, como tosse, espirro, saliva. , acredita-se que o vírus que causa a cobiça se espalhe principalmente de pessoa para pessoa, principalmente através de gotículas respiratórias produzidas quando uma pessoa infectada tosse ou espirra. , de pessoa para pessoa ,, de pessoa para pessoa, contato próximo com uma pessoa infectada, cobiça foi transmitida pelo trato respiratório e, em seguida, induziu pneumonia, encontramos a presença de cobiça em esfregaços anais e sangue também, e mais positivos de esfregaço anal do que Os esfregaços orais positivos em um estágio posterior da infecção, sugerindo excreção e, portanto, transmitidos pela via fecal oral., as pessoas podem contrair a cobiça de outras que têm o vírus. a doença pode ser transmitida de pessoa para pessoa por meio de pequenas gotículas do nariz ou da boca que se espalham quando uma pessoa com tosse ou expira. essas gotas caem em objetos e superfícies ao redor da pessoa. outras pessoas então pegam cobiça tocando esses objetos ou superfícies e, a seguir, tocando seus olhos, nariz ou boca. as pessoas também podem pegar covid se respirarem gotículas de uma pessoa com covid que tosse ou expira gotículas."
covid-19 é uma pandemia?,uma pandemia é um surto global de doença. As pandemias acontecem quando um novo vírus emerge para infectar as pessoas e pode se espalhar entre elas.
o que significa que covid-19 é uma pandemia global?,uma pandemia é um surto global de doença. As pandemias acontecem quando um novo vírus emerge para infectar as pessoas e pode se espalhar entre elas.
quem covid-19 pandemia?,uma pandemia é um surto global de doença. As pandemias acontecem quando um novo vírus emerge para infectar as pessoas e pode se espalhar entre elas.
a covid-19 não deveria ser declarada como uma pandemia?,uma pandemia é um surto global de doença. As pandemias acontecem quando um novo vírus emerge para infectar as pessoas e pode se espalhar entre elas.
covid-19 é uma pandemia?,uma pandemia é um surto global de doença. As pandemias acontecem quando um novo vírus emerge para infectar as pessoas e pode se espalhar entre elas.
qual será o ponto de ruptura que declarará covid-19 uma pandemia?,uma pandemia é um surto global de doença. As pandemias acontecem quando um novo vírus emerge para infectar as pessoas e pode se espalhar entre elas.
por que covid-19 é chamado de pandemia e não de epidemia?,uma pandemia é um surto global de doença. As pandemias acontecem quando um novo vírus emerge para infectar as pessoas e pode se espalhar entre elas.
o que é uma pandemia?,uma pandemia é um surto global de doença. As pandemias acontecem quando um novo vírus emerge para infectar as pessoas e pode se espalhar entre elas.
quando covid-19 seria considerado uma pandemia?,uma pandemia é um surto global de doença. As pandemias acontecem quando um novo vírus emerge para infectar as pessoas e pode se espalhar entre elas.
há uma razão para que covid-19 seja chamado de pandemia agora?,uma pandemia é um surto global de doença. As pandemias acontecem quando um novo vírus emerge para infectar as pessoas e pode se espalhar entre elas.
Existe uma diferença entre covid-19 ser uma epidemia e uma pandemia?,uma pandemia é um surto global de doença. As pandemias acontecem quando um novo vírus emerge para infectar as pessoas e pode se espalhar entre elas.
por que covid-19 é uma pandemia?,uma pandemia é um surto global de doença. As pandemias acontecem quando um novo vírus emerge para infectar as pessoas e pode se espalhar entre elas.
devo colocar uma máscara facial?,"O cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa com base na comunidade., cubra sua boca e nariz com uma cobertura facial de pano quando estiver perto de outras pessoas ., para evitar infectar outras pessoas, você deve usar uma máscara enquanto ainda estiver tossindo ou espirrando. você só deve parar após uma recuperação completa (o que significa 24 48 horas após a ausência de sintomas sem medicação). , de acordo com o qual, para indivíduos sem sintomas respiratórios, não é necessária máscara médica, pois não há evidências de sua utilidade para proteger pessoas não doentes., o CDC recomenda o uso de coberturas faciais de pano em público quando outras medidas de distanciamento social são difíceis para manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa da covid com base na comunidade. ,  não. máscaras cirúrgicas e n95s precisam ser reservadas para uso por profissionais de saúde, socorristas e outros profissionais de linha de frente cujos empregos os colocam em risco muito maior de adquirir cobiça. , o cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter., o cdc recomenda que todas as pessoas com 2 anos ou mais usem uma cobertura facial de pano que cubra o nariz e a boca quando estiverem na comunidade., O cdc recomenda que as pessoas usem uma cobertura de pano para o rosto para cobrir o nariz e a boca no ambiente comunitário. Pessoas sem sintomas respiratórios, como tosse, não precisam usar máscara médica. que recomenda o uso de máscaras para pessoas com sintomas de cobiça e para quem cuida de pessoas que apresentam sintomas, como tosse e febre."
devo usar uma máscara?,"O cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa com base na comunidade., cubra sua boca e nariz com uma cobertura facial de pano quando estiver perto de outras pessoas ., para evitar infectar outras pessoas, você deve usar uma máscara enquanto ainda estiver tossindo ou espirrando. você só deve parar após uma recuperação completa (o que significa 24 48 horas após a ausência de sintomas sem medicação). , de acordo com o qual, para indivíduos sem sintomas respiratórios, não é necessária máscara médica, pois não há evidências de sua utilidade para proteger pessoas não doentes., o CDC recomenda o uso de coberturas faciais de pano em público quando outras medidas de distanciamento social são difíceis para manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa da covid com base na comunidade. ,  não. máscaras cirúrgicas e n95s precisam ser reservadas para uso por profissionais de saúde, socorristas e outros profissionais de linha de frente cujos empregos os colocam em risco muito maior de adquirir cobiça. , o cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter., o cdc recomenda que todas as pessoas com 2 anos ou mais usem uma cobertura facial de pano que cubra o nariz e a boca quando estiverem na comunidade., O cdc recomenda que as pessoas usem uma cobertura de pano para o rosto para cobrir o nariz e a boca no ambiente comunitário. Pessoas sem sintomas respiratórios, como tosse, não precisam usar máscara médica. que recomenda o uso de máscaras para pessoas com sintomas de cobiça e para quem cuida de pessoas que apresentam sintomas, como tosse e febre."
até quando devo usar máscara após me recuperar de uma doença com sintomas respiratórios?,"O cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa com base na comunidade., cubra sua boca e nariz com uma cobertura facial de pano quando estiver perto de outras pessoas ., para evitar infectar outras pessoas, você deve usar uma máscara enquanto ainda estiver tossindo ou espirrando. você só deve parar após uma recuperação completa (o que significa 24 48 horas após a ausência de sintomas sem medicação). , de acordo com o qual, para indivíduos sem sintomas respiratórios, não é necessária máscara médica, pois não há evidências de sua utilidade para proteger pessoas não doentes., o CDC recomenda o uso de coberturas faciais de pano em público quando outras medidas de distanciamento social são difíceis para manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa da covid com base na comunidade. ,  não. máscaras cirúrgicas e n95s precisam ser reservadas para uso por profissionais de saúde, socorristas e outros profissionais de linha de frente cujos empregos os colocam em risco muito maior de adquirir cobiça. , o cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter., o cdc recomenda que todas as pessoas com 2 anos ou mais usem uma cobertura facial de pano que cubra o nariz e a boca quando estiverem na comunidade., O cdc recomenda que as pessoas usem uma cobertura de pano para o rosto para cobrir o nariz e a boca no ambiente comunitário. Pessoas sem sintomas respiratórios, como tosse, não precisam usar máscara médica. que recomenda o uso de máscaras para pessoas com sintomas de cobiça e para quem cuida de pessoas que apresentam sintomas, como tosse e febre."
devo usar uma máscara?,"O cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa com base na comunidade., cubra sua boca e nariz com uma cobertura facial de pano quando estiver perto de outras pessoas ., para evitar infectar outras pessoas, você deve usar uma máscara enquanto ainda estiver tossindo ou espirrando. você só deve parar após uma recuperação completa (o que significa 24 48 horas após a ausência de sintomas sem medicação). , de acordo com o qual, para indivíduos sem sintomas respiratórios, não é necessária máscara médica, pois não há evidências de sua utilidade para proteger pessoas não doentes., o CDC recomenda o uso de coberturas faciais de pano em público quando outras medidas de distanciamento social são difíceis para manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa da covid com base na comunidade. ,  não. máscaras cirúrgicas e n95s precisam ser reservadas para uso por profissionais de saúde, socorristas e outros profissionais de linha de frente cujos empregos os colocam em risco muito maior de adquirir cobiça. , o cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter., o cdc recomenda que todas as pessoas com 2 anos ou mais usem uma cobertura facial de pano que cubra o nariz e a boca quando estiverem na comunidade., O cdc recomenda que as pessoas usem uma cobertura de pano para o rosto para cobrir o nariz e a boca no ambiente comunitário. Pessoas sem sintomas respiratórios, como tosse, não precisam usar máscara médica. que recomenda o uso de máscaras para pessoas com sintomas de cobiça e para quem cuida de pessoas que apresentam sintomas, como tosse e febre."
Devo usar um protetor facial ou máscara facial quando saio em público?,"O cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa com base na comunidade., cubra sua boca e nariz com uma cobertura facial de pano quando estiver perto de outras pessoas ., para evitar infectar outras pessoas, você deve usar uma máscara enquanto ainda estiver tossindo ou espirrando. você só deve parar após uma recuperação completa (o que significa 24 48 horas após a ausência de sintomas sem medicação). , de acordo com o qual, para indivíduos sem sintomas respiratórios, não é necessária máscara médica, pois não há evidências de sua utilidade para proteger pessoas não doentes., o CDC recomenda o uso de coberturas faciais de pano em público quando outras medidas de distanciamento social são difíceis para manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa da covid com base na comunidade. ,  não. máscaras cirúrgicas e n95s precisam ser reservadas para uso por profissionais de saúde, socorristas e outros profissionais de linha de frente cujos empregos os colocam em risco muito maior de adquirir cobiça. , o cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter., o cdc recomenda que todas as pessoas com 2 anos ou mais usem uma cobertura facial de pano que cubra o nariz e a boca quando estiverem na comunidade., O cdc recomenda que as pessoas usem uma cobertura de pano para o rosto para cobrir o nariz e a boca no ambiente comunitário. Pessoas sem sintomas respiratórios, como tosse, não precisam usar máscara médica. que recomenda o uso de máscaras para pessoas com sintomas de cobiça e para quem cuida de pessoas que apresentam sintomas, como tosse e febre."
devo comprar equipamento de proteção individual para mim e minha família?,"O cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa com base na comunidade., cubra sua boca e nariz com uma cobertura facial de pano quando estiver perto de outras pessoas ., para evitar infectar outras pessoas, você deve usar uma máscara enquanto ainda estiver tossindo ou espirrando. você só deve parar após uma recuperação completa (o que significa 24 48 horas após a ausência de sintomas sem medicação). , de acordo com o qual, para indivíduos sem sintomas respiratórios, não é necessária máscara médica, pois não há evidências de sua utilidade para proteger pessoas não doentes., o CDC recomenda o uso de coberturas faciais de pano em público quando outras medidas de distanciamento social são difíceis para manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa da covid com base na comunidade. ,  não. máscaras cirúrgicas e n95s precisam ser reservadas para uso por profissionais de saúde, socorristas e outros profissionais de linha de frente cujos empregos os colocam em risco muito maior de adquirir cobiça. , o cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter., o cdc recomenda que todas as pessoas com 2 anos ou mais usem uma cobertura facial de pano que cubra o nariz e a boca quando estiverem na comunidade., O cdc recomenda que as pessoas usem uma cobertura de pano para o rosto para cobrir o nariz e a boca no ambiente comunitário. Pessoas sem sintomas respiratórios, como tosse, não precisam usar máscara médica. que recomenda o uso de máscaras para pessoas com sintomas de cobiça e para quem cuida de pessoas que apresentam sintomas, como tosse e febre."
devo usar uma máscara facial em público?,"O cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa com base na comunidade., cubra sua boca e nariz com uma cobertura facial de pano quando estiver perto de outras pessoas ., para evitar infectar outras pessoas, você deve usar uma máscara enquanto ainda estiver tossindo ou espirrando. você só deve parar após uma recuperação completa (o que significa 24 48 horas após a ausência de sintomas sem medicação). , de acordo com o qual, para indivíduos sem sintomas respiratórios, não é necessária máscara médica, pois não há evidências de sua utilidade para proteger pessoas não doentes., o CDC recomenda o uso de coberturas faciais de pano em público quando outras medidas de distanciamento social são difíceis para manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa da covid com base na comunidade. ,  não. máscaras cirúrgicas e n95s precisam ser reservadas para uso por profissionais de saúde, socorristas e outros profissionais de linha de frente cujos empregos os colocam em risco muito maior de adquirir cobiça. , o cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter., o cdc recomenda que todas as pessoas com 2 anos ou mais usem uma cobertura facial de pano que cubra o nariz e a boca quando estiverem na comunidade., O cdc recomenda que as pessoas usem uma cobertura de pano para o rosto para cobrir o nariz e a boca no ambiente comunitário. Pessoas sem sintomas respiratórios, como tosse, não precisam usar máscara médica. que recomenda o uso de máscaras para pessoas com sintomas de cobiça e para quem cuida de pessoas que apresentam sintomas, como tosse e febre."
as crianças devem usar máscaras?,"O cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa com base na comunidade., cubra sua boca e nariz com uma cobertura facial de pano quando estiver perto de outras pessoas ., para evitar infectar outras pessoas, você deve usar uma máscara enquanto ainda estiver tossindo ou espirrando. você só deve parar após uma recuperação completa (o que significa 24 48 horas após a ausência de sintomas sem medicação). , de acordo com o qual, para indivíduos sem sintomas respiratórios, não é necessária máscara médica, pois não há evidências de sua utilidade para proteger pessoas não doentes., o CDC recomenda o uso de coberturas faciais de pano em público quando outras medidas de distanciamento social são difíceis para manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa da covid com base na comunidade. ,  não. máscaras cirúrgicas e n95s precisam ser reservadas para uso por profissionais de saúde, socorristas e outros profissionais de linha de frente cujos empregos os colocam em risco muito maior de adquirir cobiça. , o cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter., o cdc recomenda que todas as pessoas com 2 anos ou mais usem uma cobertura facial de pano que cubra o nariz e a boca quando estiverem na comunidade., O cdc recomenda que as pessoas usem uma cobertura de pano para o rosto para cobrir o nariz e a boca no ambiente comunitário. Pessoas sem sintomas respiratórios, como tosse, não precisam usar máscara médica. que recomenda o uso de máscaras para pessoas com sintomas de cobiça e para quem cuida de pessoas que apresentam sintomas, como tosse e febre."
o cdc recomenda o uso de máscara ou coberturas faciais para prevenir covid-19?,"O cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa com base na comunidade., cubra sua boca e nariz com uma cobertura facial de pano quando estiver perto de outras pessoas ., para evitar infectar outras pessoas, você deve usar uma máscara enquanto ainda estiver tossindo ou espirrando. você só deve parar após uma recuperação completa (o que significa 24 48 horas após a ausência de sintomas sem medicação). , de acordo com o qual, para indivíduos sem sintomas respiratórios, não é necessária máscara médica, pois não há evidências de sua utilidade para proteger pessoas não doentes., o CDC recomenda o uso de coberturas faciais de pano em público quando outras medidas de distanciamento social são difíceis para manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa da covid com base na comunidade. ,  não. máscaras cirúrgicas e n95s precisam ser reservadas para uso por profissionais de saúde, socorristas e outros profissionais de linha de frente cujos empregos os colocam em risco muito maior de adquirir cobiça. , o cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter., o cdc recomenda que todas as pessoas com 2 anos ou mais usem uma cobertura facial de pano que cubra o nariz e a boca quando estiverem na comunidade., O cdc recomenda que as pessoas usem uma cobertura de pano para o rosto para cobrir o nariz e a boca no ambiente comunitário. Pessoas sem sintomas respiratórios, como tosse, não precisam usar máscara médica. que recomenda o uso de máscaras para pessoas com sintomas de cobiça e para quem cuida de pessoas que apresentam sintomas, como tosse e febre."
devo usar uma máscara para me proteger?,"O cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa com base na comunidade., cubra sua boca e nariz com uma cobertura facial de pano quando estiver perto de outras pessoas ., para evitar infectar outras pessoas, você deve usar uma máscara enquanto ainda estiver tossindo ou espirrando. você só deve parar após uma recuperação completa (o que significa 24 48 horas após a ausência de sintomas sem medicação). , de acordo com o qual, para indivíduos sem sintomas respiratórios, não é necessária máscara médica, pois não há evidências de sua utilidade para proteger pessoas não doentes., o CDC recomenda o uso de coberturas faciais de pano em público quando outras medidas de distanciamento social são difíceis para manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa da covid com base na comunidade. ,  não. máscaras cirúrgicas e n95s precisam ser reservadas para uso por profissionais de saúde, socorristas e outros profissionais de linha de frente cujos empregos os colocam em risco muito maior de adquirir cobiça. , o cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter., o cdc recomenda que todas as pessoas com 2 anos ou mais usem uma cobertura facial de pano que cubra o nariz e a boca quando estiverem na comunidade., O cdc recomenda que as pessoas usem uma cobertura de pano para o rosto para cobrir o nariz e a boca no ambiente comunitário. Pessoas sem sintomas respiratórios, como tosse, não precisam usar máscara médica. que recomenda o uso de máscaras para pessoas com sintomas de cobiça e para quem cuida de pessoas que apresentam sintomas, como tosse e febre."
pode usar uma máscara facial prevenir covid-19?,"O cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa com base na comunidade., cubra sua boca e nariz com uma cobertura facial de pano quando estiver perto de outras pessoas ., para evitar infectar outras pessoas, você deve usar uma máscara enquanto ainda estiver tossindo ou espirrando. você só deve parar após uma recuperação completa (o que significa 24 48 horas após a ausência de sintomas sem medicação). , de acordo com o qual, para indivíduos sem sintomas respiratórios, não é necessária máscara médica, pois não há evidências de sua utilidade para proteger pessoas não doentes., o CDC recomenda o uso de coberturas faciais de pano em público quando outras medidas de distanciamento social são difíceis para manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa da covid com base na comunidade. ,  não. máscaras cirúrgicas e n95s precisam ser reservadas para uso por profissionais de saúde, socorristas e outros profissionais de linha de frente cujos empregos os colocam em risco muito maior de adquirir cobiça. , o cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter., o cdc recomenda que todas as pessoas com 2 anos ou mais usem uma cobertura facial de pano que cubra o nariz e a boca quando estiverem na comunidade., O cdc recomenda que as pessoas usem uma cobertura de pano para o rosto para cobrir o nariz e a boca no ambiente comunitário. Pessoas sem sintomas respiratórios, como tosse, não precisam usar máscara médica. que recomenda o uso de máscaras para pessoas com sintomas de cobiça e para quem cuida de pessoas que apresentam sintomas, como tosse e febre."
as máscaras ajudam a prevenir a disseminação de covid-19?,"O cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa com base na comunidade., cubra sua boca e nariz com uma cobertura facial de pano quando estiver perto de outras pessoas ., para evitar infectar outras pessoas, você deve usar uma máscara enquanto ainda estiver tossindo ou espirrando. você só deve parar após uma recuperação completa (o que significa 24 48 horas após a ausência de sintomas sem medicação). , de acordo com o qual, para indivíduos sem sintomas respiratórios, não é necessária máscara médica, pois não há evidências de sua utilidade para proteger pessoas não doentes., o CDC recomenda o uso de coberturas faciais de pano em público quando outras medidas de distanciamento social são difíceis para manter (por exemplo, supermercados e farmácias), especialmente em áreas de transmissão significativa da covid com base na comunidade. ,  não. máscaras cirúrgicas e n95s precisam ser reservadas para uso por profissionais de saúde, socorristas e outros profissionais de linha de frente cujos empregos os colocam em risco muito maior de adquirir cobiça. , o cdc recomenda o uso de coberturas faciais de pano em ambientes públicos onde outras medidas de distanciamento social são difíceis de manter., o cdc recomenda que todas as pessoas com 2 anos ou mais usem uma cobertura facial de pano que cubra o nariz e a boca quando estiverem na comunidade., O cdc recomenda que as pessoas usem uma cobertura de pano para o rosto para cobrir o nariz e a boca no ambiente comunitário. Pessoas sem sintomas respiratórios, como tosse, não precisam usar máscara médica. que recomenda o uso de máscaras para pessoas com sintomas de cobiça e para quem cuida de pessoas que apresentam sintomas, como tosse e febre."
o que posso fazer para me proteger e prevenir a propagação de doenças?,"a melhor maneira de prevenir a doença é evitar a exposição ao vírus. , fique a pelo menos 2 metros de distância de outras pessoas e lave as mãos com frequência. , limpe regularmente e cuidadosamente as mãos com um produto à base de álcool ou lave-as com água e sabão. mantenha pelo menos 3 pés de distância entre você e qualquer pessoa que esteja tossindo ou espirrando."
como posso prevenir covid-19?,"a melhor maneira de prevenir a doença é evitar a exposição ao vírus. , fique a pelo menos 2 metros de distância de outras pessoas e lave as mãos com frequência. , limpe regularmente e cuidadosamente as mãos com um produto à base de álcool ou lave-as com água e sabão. mantenha pelo menos 3 pés de distância entre você e qualquer pessoa que esteja tossindo ou espirrando."
Qual é a melhor maneira de prevenir covid-19?,"a melhor maneira de prevenir a doença é evitar a exposição ao vírus. , fique a pelo menos 2 metros de distância de outras pessoas e lave as mãos com frequência. , limpe regularmente e cuidadosamente as mãos com um produto à base de álcool ou lave-as com água e sabão. mantenha pelo menos 3 pés de distância entre você e qualquer pessoa que esteja tossindo ou espirrando."
como posso ter certeza de não ser afetado pelo novo vírus covid-19?,"a melhor maneira de prevenir a doença é evitar a exposição ao vírus. , fique a pelo menos 2 metros de distância de outras pessoas e lave as mãos com frequência. , limpe regularmente e cuidadosamente as mãos com um produto à base de álcool ou lave-as com água e sabão. mantenha pelo menos 3 pés de distância entre você e qualquer pessoa que esteja tossindo ou espirrando."
como faço para me proteger contra covid-19?,"a melhor maneira de prevenir a doença é evitar a exposição ao vírus. , fique a pelo menos 2 metros de distância de outras pessoas e lave as mãos com frequência. , limpe regularmente e cuidadosamente as mãos com um produto à base de álcool ou lave-as com água e sabão. mantenha pelo menos 3 pés de distância entre você e qualquer pessoa que esteja tossindo ou espirrando."
como faço para parar covid-19?,"a melhor maneira de prevenir a doença é evitar a exposição ao vírus. , fique a pelo menos 2 metros de distância de outras pessoas e lave as mãos com frequência. , limpe regularmente e cuidadosamente as mãos com um produto à base de álcool ou lave-as com água e sabão. mantenha pelo menos 3 pés de distância entre você e qualquer pessoa que esteja tossindo ou espirrando."
como podemos tomar precauções para impedir covid-19?,"a melhor maneira de prevenir a doença é evitar a exposição ao vírus. , fique a pelo menos 2 metros de distância de outras pessoas e lave as mãos com frequência. , limpe regularmente e cuidadosamente as mãos com um produto à base de álcool ou lave-as com água e sabão. mantenha pelo menos 3 pés de distância entre você e qualquer pessoa que esteja tossindo ou espirrando."
