pergunta_um,pergunta_dois
Sinto dor no lado esquerdo do pescoço ao engolir. Já dura 3 dias.,"Meu pescoço dói no lado esquerdo apenas ao engolir, mas não de outra forma. Sinto uma massa pressionando a parte inferior da mandíbula esquerda. Você acha que meu linfonodo do pescoço está inchado?"
Eu tenho um pedaço de pele descascando / com bolhas na planta do pé. O que é e como faço para me livrar dele?,Tenho uma mancha de descamação / formação de bolhas na sola do pé. Não tenho certeza de como e por que consegui. Você pode me dizer o que é e como me livrar dele?
Eu tenho um pedaço de pele descascando / com bolhas na planta do pé. O que é e como faço para me livrar dele?,Andei descalço ontem e minha pele na planta dos pés começou a descascar e formar bolhas esta manhã. Esqueci que sou alérgico. Devo usar sapatos sempre para o resto da minha vida?
"Tenho um gosto estranho na boca, mas nenhum outro sintoma de cavidade seca. O que pode estar errado?","Extraí meu dente recentemente e estou com um gosto estranho na boca, mas não sinto dor forte, coágulo de sangue, etc. Qual poderia ser a causa além da cavidade seca?"
"Tenho um gosto estranho na boca, mas nenhum outro sintoma de cavidade seca. O que pode estar errado?",Extraí meu dente recentemente e estou com um gosto estranho na boca. Meu dentista descartou alvéolo seco. Devo tomar algum medicamento ou fazer um procedimento odontológico novamente?
Tenho uma sigmoidoscopia flexível e tenho uma frota pronta para usar. Quando devo usá-la antes de ir para o hospital?,Tenho uma sigmoidoscopia flexível marcada para amanhã. Peguei a frota para enema na farmácia esta manhã. Quando devo usar?
Tenho uma sigmoidoscopia flexível e tenho uma frota pronta para usar. Quando devo usá-la antes de ir para o hospital?,"Tenho uma sigmoidoscopia flexível agendada para esta noite e usei o enema de frota há algum tempo. Meu abdômen dói muito e eu tive fezes aquosas agora, isso é normal?"
"Tenho 1,75 m de altura e 109 libras. Quando me deito, posso ver minha barriga pulsando à esquerda do umbigo. Devo me preocupar com isso?","Posso ver pulsações no lado esquerdo do meu umbigo ao deitar. Não estou acima do peso e não tenho gordura na barriga. Estou muito preocupado, qual poderia ser a causa?"
"Tenho 1,75 m de altura e 109 libras. Quando me deito, posso ver minha barriga pulsando à esquerda do umbigo. Devo me preocupar com isso?","Fui diagnosticado com aneurisma de aorta, mas meu médico disse para não me preocupar muito, pois estava leve um ano atrás. Eu estava deitado hoje e notei pulsações no lado esquerdo do meu umbigo, mas nenhuma dor. Acho que pode ter aumentado de tamanho, estou com tanto medo. Devo ir a um pronto-socorro? Você acha que eu preciso de uma cirurgia?"
"Estou com muita dor localizada, fui diagnosticado com um útero dilatado, um útero bicorno e alguns cistos ovarianos. A dor é extrema. ER? ou primário?","Tenho sentido fortes dores na parte inferior do abdômen nas últimas horas. Fui diagnosticada com útero aumentado, útero bicorno e cisto ovariano. Devo ir a um pronto-socorro ou esperar até amanhã para consultar meu médico? Estou muito preocupado e não tenho certeza se isso é sério o suficiente para ir a um pronto-socorro. Por favor ajude."
"Estou com muita dor localizada, fui diagnosticado com um útero dilatado, um útero bicorno e alguns cistos ovarianos. A dor é extrema. ER? ou primário?","Eu tenho útero dilatado, útero bicorno e cisto ovariano e estou considerando a histerectomia, ainda para discutir com meu OBGYN. Estou com dores terríveis na parte inferior do abdômen hoje, tomei tylenol, mas não tenho certeza de quanto tempo isso ajuda. Devo consultar meu OBGYN e discutir a histerectomia?"
Estou começando a achar que tenho uma fratura no domo do tálus. Algum conselho?,Eu me machuquei recentemente. Uma radiografia do tornozelo foi tirada e meu médico foi diagnosticado com fratura do domo do tálus. Estou no elenco atualmente. Minha fratura sarará completamente e poderei jogar futebol sempre?
Estou começando a achar que tenho uma fratura no domo do tálus. Algum conselho?,Eu machuquei meu tornozelo esta manhã. Meu tornozelo dói muito e não consigo suportar o peso no tornozelo. Acho que tenho uma fratura do domo do tálus. O que eu devo fazer a seguir?
"Em uma tentativa de diagnosticar a doença, fiz 7 tomografias computadorizadas em 2 anos. Por causa de uma nova dor abdominal superior no lado direito, o Dr. solicitou varredura de hyda Devo me preocupar com a radiação?","A tomografia computadorizada foi realizada 7 vezes nos últimos 2 anos para diagnosticar uma condição médica. Meu médico pediu um exame de HYDA para avaliar a dor no abdômen superior direito, que eu tenho na última 1 semana. Devo me preocupar com a exposição à radiação?"
"Em uma tentativa de diagnosticar a doença, fiz 7 tomografias computadorizadas em 2 anos. Por causa de uma nova dor abdominal superior no lado direito, o Dr. solicitou varredura de hyda Devo me preocupar com a radiação?","Tenho dor de cabeça nas últimas 2 semanas. Eu fiz uma tomografia computadorizada 7 vezes e uma tomografia HIDA nos últimos 2 anos, mas estou bem nos últimos 6 meses. Eu sou saudável e nunca tive dor de cabeça no passado. Acho que minha dor de cabeça é devido à exposição à radiação. O que devo fazer? Você acha que há um dano permanente devido à radiação?"
"No meio do meu peito, sob o esterno, parece estranho, não posso explicar?","Sinto um desconforto no meio do peito, embaixo do esterno. Minha dieta está um pouco ruim ultimamente. O que você acha que pode ser a causa?"
"No meio do meu peito, sob o esterno, parece estranho, não posso explicar?","Minha mãe tem sentido desconforto, sensação estranha no meio do peito sob o esterno, ela não poderia descrever melhor. A respiração dela está boa. Ela tem refluxo ácido, mas não recentemente. Ela tem estado muito estressada. Devemos levá-la ao médico? O que ela pode fazer para obter alívio enquanto isso?"
"Períodos irregulares tomam pílulas de fertilidade. 23 dias de atraso e com sintomas de gravidez, mas teste negativo, o que devo fazer?","Estou tentando engravidar há um tempo e tenho tomado pílulas para fertilidade regularmente nos últimos 2 meses. Meus ciclos geralmente são irregulares e perdi minha menstruação por 23 dias. Percebo alguns sinais de gravidez, mas meu teste de gravidez de urina deu negativo hoje. O que eu deveria fazer agora?"
"Períodos irregulares tomam pílulas de fertilidade. 23 dias de atraso e com sintomas de gravidez, mas teste negativo, o que devo fazer?","Estamos tentando conceber há 1 ano. Os ciclos da minha esposa são irregulares, ela perde a menstruação e tem sinais de gravidez, mas o teste de gravidez sempre dá negativo. Fizemos o teste recentemente, tudo voltou ao normal. Imaginando se ela deveria começar a tomar pílulas de fertilidade. O que você acha?"
É normal ter sangramento após uma colonoscopia que não esteja relacionado à evacuação?,"Fiz uma colonoscopia alguns dias atrás e percebi sangramento na região anal hoje, quando não estava evacuando. Isso é considerado normal e esperado após um procedimento de colonoscopia?"
É normal ter sangramento após uma colonoscopia que não esteja relacionado à evacuação?,"Percebi sangramento na região anal, independentemente da evacuação, e estou preocupado em ter hemorróidas / câncer de cólon. Devo solicitar ao meu médico uma proctoscopia e uma colonoscopia?"
É possível ter dor ciática no alto das minhas coxas?,"Tenho ciática, mas recentemente tenho sentido dor na parte superior das minhas coxas. É devido à ciática?"
É possível ter dor ciática no alto das minhas coxas?,"Minha irmã tem ciática. Ela começou a sentir dor na parte superior das coxas na noite passada. Ela tem treinado vigorosamente e levantado pesos pesados ​​ultimamente. Esta tensão muscular vai afetar sua ciática, disco protuberante? Além disso, o que ela deve fazer para obter alívio?"
É possível tomar antidepressivos para o resto da vida e ter boa saúde?,"Posso tomar medicamentos antidepressivos todos os dias pelo resto da minha vida sem efeitos colaterais, complicações?"
É possível tomar antidepressivos para o resto da vida e ter boa saúde?,Fui diagnosticado com depressão recentemente e foram prescritos medicamentos antidepressivos. Devo tomar esses medicamentos pelo resto da minha vida?
"É possível ter sintomas de ansiedade 24 horas por dia, 7 dias por semana, durante 2 anos consecutivos?","Tenho ansiedade com sintomas constantes todos os dias durante os últimos 2 anos. Tenho tomado medicamentos, mas nada ajuda. Você acha que a dose ou o medicamento precisa ser alterado? Existe alguma coisa que eu possa fazer além de medicamentos para alívio?"
"É possível ter sintomas de ansiedade 24 horas por dia, 7 dias por semana, durante 2 anos consecutivos?","Eu tenho aperto no peito constante e coração batendo forte todos os dias durante os últimos 2 anos, com dificuldade ocasional para respirar. É possível que alguém com ansiedade possa ter sintomas constantes por 2 anos?"
A perda de memória está relacionada às estatinas?,"Tenho pesquisado muito sobre perda de memória, mas preciso de uma opinião profissional. A perda de memória é um efeito colateral das estatinas?"
A perda de memória está relacionada às estatinas?,"Tenho perda de memória e tomo estatinas há algum tempo. Se eu tomar um medicamento para perda de memória, esse medicamento interagirá com as estatinas e diminuirá sua eficácia?"
"Eu espirrei e me livrei de um pouco de catarro na minha garganta (estou com gotejamento pós-nasal) e estava meio claro, mas também tinha uma coisa branca o que é?",Eu tenho gotejamento pós-nasal e me livrei do catarro claro com alguma coisa branca sobre ele ao espirrar. O que é esse muco e qual pode ser a causa?
"Eu espirrei e me livrei de um pouco de catarro na minha garganta (estou com gotejamento pós-nasal) e estava meio claro, mas também tinha uma coisa branca o que é?",Tenho nariz entupido e gotejamento pós-nasal nos últimos 5 dias. Também sinto dor nas bochechas e dor de cabeça ao espirrar. Tive tendência a ter sinusite na minha infância e acho que agora estou de volta. O que posso fazer para obter alívio? É muito desconfortável.
Existe algum tratamento para estrabismo latente e paralisia do quarto nervo?,"Tenho estrabismo latente devido à paralisia do quarto nervo. Comecei a ver duas imagens de cada objeto, que vejo recentemente. Esqueci de perguntar ao meu médico sobre isso. É devido à paralisia do quarto nervo?"
Existe algum tratamento para estrabismo latente e paralisia do quarto nervo?,Fui diagnosticado com squit latente e paralisia do quarto nervo pelo meu médico depois de muitos testes. Me perturba muito e quero que isso vá embora. Quais são suas opções de tratamento?
Há geralmente dor no ombro esquerdo / braço / mandíbula associada à angina de peito?,Minha tia tem angina de peito. Ela deve tomar medicamentos todos os dias?
Há geralmente dor no ombro esquerdo / braço / mandíbula associada à angina de peito?,"Meu avô tem doença arterial coronariana e teve um episódio de dor no ombro, braço e mandíbula do lado esquerdo há uma semana. É angina pectoris?"
"Há vários meses tenho sentido tonturas, com dor de ouvido ocasional. Isso soa como um tumor cerebral ou um problema de sinusite?","Tenho sentido tonturas com dor de ouvido ocasional nos últimos meses. Você acha que isso indica tumor cerebral ou poderia ser apenas um problema de sinusite? Estou com tanto medo de tumor cerebral, por favor me ajude."
"Há vários meses tenho sentido tonturas, com dor de ouvido ocasional. Isso soa como um tumor cerebral ou um problema de sinusite?","Estou com tonturas, isso tem me incomodado nos últimos meses. Às vezes também sinto dor de ouvido. Tenho sinusite desde criança, mas não tenho nariz entupido, dor nas bochechas. Eu tenho infecção no ouvido? O que devo fazer para obter alívio?"
"Eu tenho pontos como dor e sangramento / útero parece pesado. Eu tomei mirena (levonorgestrel) por 8 semanas agora. Essa dor só foi na última semana, isso é normal?",Coloquei Mirena (levonorgestrel) há 8 semanas. Sinto uma dor aguda na última 1 semana associada a um peso na parte inferior do abdômen e noto sangramento vaginal. Isso é normal com Mirena?
"Eu tenho pontos como dor e sangramento / útero parece pesado. Eu tomei mirena (levonorgestrel) por 8 semanas agora. Essa dor só foi na última semana, isso é normal?",Meus ciclos sempre foram irregulares e estou planejando inserir o Mirena. Com que eficácia vai ajudar e regularizar meus ciclos?
"Eu estava curioso em quanto tempo estaria se o ultrassom dissesse 6,5 cm / 1,3 / 27 Hz no topo da minha imagem. ?","Estou grávida e meus relatórios de ultrassom mostram 6,5 cm / 1,3 / 27 Hz na parte superior da minha foto. Meu bebê tem defeitos de nascença?"
"Eu estava curioso em quanto tempo estaria se o ultrassom dissesse 6,5 cm / 1,3 / 27 Hz no topo da minha imagem. ?","Eu perdi minha menstruação e meu OBGYN fez uma ultrassonografia. Eu estava examinando os relatórios de varredura e me perguntando o quão longe eu estaria se dissesse 6,5cm / 1,3 / 27 Hz no topo da minha imagem. Você pode explicar?"
"Gostaria de saber o que causa cólicas, febre leve, inchaço, urina frequente, dores de cabeça, fadiga e náuseas.","Tenho cólicas abdominais e inchaço de fadiga, dor de cabeça, náuseas. Tenho feito xixi muito, mas não tenho aumentado a ingestão de água recentemente. Eu desenvolvi febre baixa ontem à noite. Tomei tylenol mas pretendo consultar o meu médico amanhã, o que vão ser todos os exames e que exames devo pedir?"
"Gostaria de saber o que causa cólicas, febre leve, inchaço, urina frequente, dores de cabeça, fadiga e náuseas.","Nos últimos 3 dias, tenho sentido cólicas, febre baixa, inchaço do abdômen, dor de cabeça e náusea. Tenho urinado muito e tenho me cansado facilmente ultimamente. O que poderia ser a causa?"
Mais efetivo. Relaxantes musculares para crônicas. Dor L4-l5?,"Tenho tomado medicamentos relaxantes musculares para minha dor lombar crônica devido à protuberância do disco L4-L5 por um bom tempo. Ajudou muito, mas não tem havido muito alívio ultimamente. Devo considerar outras opções, como fisioterapia, cirurgia?"
Mais efetivo. Relaxantes musculares para crônicas. Dor L4-l5?,Tenho dor lombar crônica e meus relatórios de teste recentes mostram uma protuberância leve do disco L4-L5. Os medicamentos relaxantes musculares são o modo de tratamento mais eficaz para o alívio dessa dor?
"Minha filha de 16 anos está com dor abdominal esquerda, sem febre e sem ardor ao urinar e acabou de sair da menstruação 2 dias atrás?","Tenho 16 anos e deixei de sentir dores abdominais nos últimos 3 dias, mas sem febre, sensação de queimação ao urinar. Minha menstruação terminou há 2 dias. O que poderia ser a causa?"
"Minha filha de 16 anos está com dor abdominal esquerda, sem febre e sem ardor ao urinar e acabou de sair da menstruação 2 dias atrás?","Deixei dores abdominais nos últimos 2 dias, mas sem febre, dificuldade para urina. Estou esperando meu período amanhã. Eu tive prisão de ventre e fiz muito esforço há cerca de 3 dias, isso pode ter começado a dor, mas estou preocupada. Eu quase não bebo água. Tomei tylenol e estou planejando tomar laxantes. O que mais devo fazer?"
"Meu médico pode mudar minha prescrição (metoprolol), pois está destruindo minha vida sexual. Posso ""recuperá-lo"" quando me prescrever um bloqueador beta diferente?",Tenho dificuldade de ereção desde que comecei a tomar metoprolol para hipertensão. Sinto-me muito melhor sem este efeito colateral e quero continuar com a medicação. Alguma dica sobre como superar essa dificuldade de ereção?
"Meu médico pode mudar minha prescrição (metoprolol), pois está destruindo minha vida sexual. Posso ""recuperá-lo"" quando me prescrever um bloqueador beta diferente?","Fui colocado em metoprolol para minha hipertensão, mas perdi meu impulso sexual e tenho dificuldade de ereção desde então. Tenho uma consulta marcada com meu médico amanhã e quero uma mudança de prescrição. Mas eu queria saber se minha ereção e desejo sexual tornam-se normais quando começo a tomar um medicamento bloqueador beta diferente. É possível?"
Meu médico falou sobre minha cabeça. Nós estamos confusos. O que é infecção amniótica?,Estou grávida de 12 semanas. Eu tive infecção amniótica em minha gravidez anterior e estou preocupada se eu teria uma infecção amniótica durante esta gravidez. Quais são as chances?
Meu médico falou sobre minha cabeça. Nós estamos confusos. O que é infecção amniótica?,"Disseram-me que tinha infecção amniótica e meu médico explicou muito sobre isso, mas tudo passou pela minha cabeça. Você pode explicar mais sobre a infecção amniótica? Seria muito útil, obrigado."
"Minha sogra tem uma dor no braço esquerdo, ela nunca sofreu do coração antes, e os dedos se movem sozinhas o que poderia ou ser?",Minha sogra sente dor no braço esquerdo e contrações musculares nos dedos. Seus relatórios de EKG e ECO são normais. Ela tem estado muito estressada ultimamente porque perdeu o marido e achamos que ela está deprimida e ansiosa. Devemos levá-la ao médico ou ela ficaria bem depois de sofrer um pouco?
"Minha sogra tem uma dor no braço esquerdo, ela nunca sofreu do coração antes, e os dedos se movem sozinhas o que poderia ou ser?",Minha sogra diz que seu braço esquerdo dói e seus dedos se contraem muito. Nada de anormal com seu coração de acordo com seus testes no mês passado. O que poderia ser a causa?
Minha patela fica sensível ao toque e dói e estala quando o joelho está dobrado. Não há nenhum inchaço perceptível. Mas há pressão ao redor da patela.,"A patela está sensível, mas não há inchaço visível nessa área. Dói e estala ao dobrar meu joelho e sinto uma pressão ao redor da patela. O que poderia ser a causa."
Minha patela fica sensível ao toque e dói e estala quando o joelho está dobrado. Não há nenhum inchaço perceptível. Mas há pressão ao redor da patela.,"Acho que tenho condromalácia patelar porque minha patela está dolorida nos últimos meses. Eu dirijo meu carro por muito tempo em um dia e dói quando chego em casa à noite. Também posso ouvir um estalo quando dobra o joelho e dói, mas não há inchaço no joelho. Você acha que eu preciso de uma cirurgia ou vai piorar? É reversível?"
Minha pelve / dor no baixo abdômen 2 meses após uma cesariana. Sente cólicas?,"Eu fiz uma secção C 2 meses atrás e meu abdômen começou a doer na noite passada, parecendo cólicas. Eu nunca tive cólicas menstruais no passado. É devido à seção C? Se sim, por que isso está acontecendo após 2 meses de seção C?"
Minha pelve / dor no baixo abdômen 2 meses após uma cesariana. Sente cólicas?,"Fiz uma seção C há 2 meses. Meu abdômen começou a doer ontem à noite, parecia cãibras. Eu tenho meu período hoje. O que posso fazer para obter alívio sem afetar a região da minha cicatriz de secção C?"
"Náusea, dores de cabeça menstruais perdidas todos os dias, mas não grávida, o que pode estar errado?","Sinto-me mal todos os dias pela manhã, juntamente com uma dor de cabeça latejante. Perdi meu período por uma semana neste mês. Eu estou grávida?"
"Náusea, dores de cabeça menstruais perdidas todos os dias, mas não grávida, o que pode estar errado?",Tenho sentido náuseas todos os dias junto com dor de cabeça e recentemente perdi minha menstruação. Eu sou virgem e não sou sexualmente ativa de forma alguma. Qual poderia ser a possível causa dos meus sintomas?
Precisa de ajuda docs! Meu amigo comeu um pouco de frango cru por acidente para que pudesse pegar vermes ou parasitas?,Meu amigo comeu frango cru e cru na noite passada. Ele pegaria vermes e infecções parasitárias no estômago agora?
Precisa de ajuda docs! Meu amigo comeu um pouco de frango cru por acidente para que pudesse pegar vermes ou parasitas?,Meu amigo comeu frango cru há alguns dias. Ele foi testado por seu médico quando ele teve dor de estômago ontem e tudo voltou ao normal. Algum remédio que ele possa tentar para obter alívio?
"Apenas um parceiro sexual e voltou a ocorrer displasia cervical, o que há de errado?","Tive displasia cervical, que cedeu, mas está de volta de acordo com meus relatórios recentes de papanicolau. Estou muito preocupado com isso e não quero mais lidar com isso. Devo considerar a biópsia e a abordagem cirúrgica com remoção do útero e do colo do útero?"
"Apenas um parceiro sexual e voltou a ocorrer displasia cervical, o que há de errado?","Meu médico disse que eu tive displasia cervical há 2 anos, que diminuiu no ano passado com base em meus laudos de papanicolau. Fiz meu teste de Papanicolaou anual na semana passada e mostrou displasia cervical novamente. Tenho estado em relacionamento com apenas um parceiro nos últimos 4 anos. Não entendo por que voltou depois que diminuiu, por favor me ajude."
"Dor na perna direita que vai e vai, ora de lado, ora na virilha. Queimadura atrás do joelho e piora com o resfriado. O que pode ser?","Tenho dores intermitentes na lateral da perna direita e às vezes na virilha. Também sinto uma sensação de queimação atrás do joelho, que piora quando estou com frio. Eu tenho um coágulo de sangue na minha perna? Se sim, qual pode ser o tratamento?"
"Dor na perna direita que vai e vai, ora de lado, ora na virilha. Queimadura atrás do joelho e piora com o resfriado. O que pode ser?","Tenho dores intermitentes na lateral da perna direita e às vezes na virilha. Também sinto uma sensação de queimação atrás do joelho, que piora quando estou com frio. O que poderia ser a causa?"
Explique por que meu amálgama (enchimento) dói?,Tenho uma consulta marcada com meu dentista para obturação de amálgama em meu dente. Isso doi?
Explique por que meu amálgama (enchimento) dói?,Fiz uma obturação dentária de amálgama recentemente e dói muito. Qual seria a razão?
"Dores agudas do lado direito, parte inferior da caixa torácica?","Eu me machuquei no peito enquanto jogava futebol recentemente e desde então tenho doído no lado direito do peito, na parte inferior da caixa torácica. Devo fazer um raio X? O que posso fazer para obter alívio em casa?"
"Dores agudas do lado direito, parte inferior da caixa torácica?","Tenho uma dor aguda no lado direito do peito, na parte inferior da caixa torácica. Estou com tanto medo de problemas cardíacos e estou preocupada que possa ser um ataque cardíaco. Eu vou conseguir um?"
"Dor intensa nas articulações da mandíbula começou há 24 horas, lado direito. Dor ao abrir a boca e apertar. Devo ir ao pronto-socorro? Pior com o passar do dia. TMJ?","Tenho TMJ e piorou na última 1 semana com forte dor na mandíbula do lado direito, especialmente ao abrir a boca e apertar. Tem sido muito difícil falar. Eu tenho minha consulta médica marcada para amanhã. O que posso fazer para obter alívio enquanto isso?"
"Dor intensa nas articulações da mandíbula começou há 24 horas, lado direito. Dor ao abrir a boca e apertar. Devo ir ao pronto-socorro? Pior com o passar do dia. TMJ?",Minha mandíbula começou a doer ontem e piorou desde então. Sinto uma forte dor ao abrir a boca e ao apertar. É devido à TMJ? Você acha que eu deveria ir para um pronto-socorro?
"Dor aguda e localizada no topo da cabeça, a cerca de 10 graus do centro, em um leve recorte do meu osso parietal. Recorrente por alguns dias. Causa?","Tive uma lesão na cabeça no mês passado, que causou um leve recorte no meu osso parietal. Sinto dores agudas nessa região há 2 dias. Não consultei um médico ainda porque pensei que estava bem. Vou marcar uma consulta com meu médico. Você pode me dizer o que posso fazer enquanto isso para obter alívio?"
"Dor aguda e localizada no topo da cabeça, a cerca de 10 graus do centro, em um leve recorte do meu osso parietal. Recorrente por alguns dias. Causa?","Sinto uma dor aguda no topo da cabeça, na região da reentrância do meu osso parietal. Você pode me dizer qual poderia ser a causa?"
Devo tomar meu inalador antes de ir ao médico para um check-up?,Tenho asma e estou tomando um inalador. Tenho uma consulta marcada com meu médico amanhã. Devo levar meu inalador para a clínica do médico?
Devo tomar meu inalador antes de ir ao médico para um check-up?,Tenho dificuldade em respirar com chiado sempre que malho. Estou me perguntando se tenho asma. Tenho uma consulta médica marcada para a próxima semana. Eu seria colocado em um inalador? Como devo evitar um ataque de asma?
Devo usar o adesivo de nicotina para parar de fumar? Ou devo experimentar cigarros eletrônicos?,Sou viciado em fumo e quero parar. Eu gostaria de saber se o adesivo de nicotina ou os cigarros eletrônicos ajudam melhor a parar de fumar. Alguma sugestão?
Devo usar o adesivo de nicotina para parar de fumar? Ou devo experimentar cigarros eletrônicos?,"Parei de fumar recentemente e tenho usado adesivo de nicotina. Mas estou planejando experimentar cigarros eletrônicos, pois não me sinto muito confortável com adesivos de nicotina. Posso fazer isso sem nenhum efeito sobre eu parar de fumar?"
"Pequenos hematomas em mulheres de mais de 3 anos. Aparecendo sem causa aparente. Médico segunda-feira, mas preocupado com o porquê de haver tantos sem motivo.","Minha filha tem 3 anos e ontem notei pequenos hematomas por todo o corpo. Ela não caiu ou teve qualquer lesão. Não apliquei nenhum creme novo nela. Marquei uma consulta com o pediatra dela, mas estou muito preocupada. O que poderia ser a causa?"
"Pequenos hematomas em mulheres de mais de 3 anos. Aparecendo sem causa aparente. Médico segunda-feira, mas preocupado com o porquê de haver tantos sem motivo.","Minha sobrinha tem 3 anos e notamos pequenos hematomas por todo o corpo na semana passada. Seu médico disse que ela poderia ter distúrbio de coagulação do sangue. Existe algum tratamento para isso? Além disso, você pode nos ajudar com algum remédio para os hematomas enquanto isso?"
"Claro que não estou grávida, certo? . Se eu tiver períodos de ovário policístico, posso ficar irregular, certo?",Tenho SOP e meus ciclos são irregulares. Estamos tentando engravidar e estou preocupada com minhas chances de engravidar com SOP. Serei capaz de ter um filho?
"Claro que não estou grávida, certo? . Se eu tiver períodos de ovário policístico, posso ficar irregular, certo?","Perdi a menstruação e protegi a relação sexual, mas a camisinha escorregou, não tenho certeza se ele ejaculou dentro da vagina. Tenho SOP e meus ciclos sempre foram irregulares. Devo me preocupar com a gravidez?"
"Pernas e pés simétricos; entorpecido, fraco e formigando. Doloroso para andar @rest, os dois pés latejam até ficarem ""dormentes"". Isso é devido à minha dor crônica nas costas?","Tenho dores crônicas nas costas. Recentemente comecei a sentir dormência, fraqueza e sensação de formigamento nas pernas e pés, que doíam ao caminhar. Em repouso, minhas pernas e pés latejam até que o entorpecimento se instala. Isso é devido à minha dor nas costas?"
"Pernas e pés simétricos; entorpecido, fraco e formigando. Doloroso para andar @rest, os dois pés latejam até ficarem ""dormentes"". Isso é devido à minha dor crônica nas costas?","Tenho dormência, fraqueza e sensação de formigamento nas pernas e nos pés, que doem ao andar. Minhas pernas e pés latejam até que o entorpecimento se instala em repouso. Acho que tenho doença arterial periférica. Minhas pernas seriam amputadas?"
"Sintomas de teste ectópico, mas negativo.? Como tontura, dor abdominal inferior direita, dor no ombro. Acho ectópico porque só sinto isso depois do sexo","Tenho sentido tonturas, dor no abdômen inferior direito, dor no ombro nos últimos 5 dias. Eu tive relações sexuais desprotegidas na semana passada e acho que tenho gravidez ectópica, mas meu teste de gravidez de urina hoje deu negativo. Qual pode ser a causa dos meus sintomas?"
"Sintomas de teste ectópico, mas negativo.? Como tontura, dor abdominal inferior direita, dor no ombro. Acho ectópico porque só sinto isso depois do sexo","Minha irmã está grávida de 7 semanas, ela começou a sentir tonturas, dor no abdômen inferior direito, dor no ombro. Seu OBGYN fez uma varredura, que mostrou gravidez ectópica. Ela deve abortar esta gravidez?"
"A varredura do testículo mostrou 4 cistos. Mas tenho uma dor constante e surda. O tubo acima do testículo é proeminente, nenhuma infecção observada. O que pode estar causando a dor?","Eu me machuquei na área genital há alguns meses, mas comecei a sentir uma dor surda na semana passada, quando levantei pesos pesados. Meu médico fez uma varredura testicular, que mostrou 4 cistos e um cordão proeminente acima do testículo, mas nenhuma infecção. Estou preocupado porque a dor volta ao levantar pesos pesados. Vou desenvolver hérnia?"
"A varredura do testículo mostrou 4 cistos. Mas tenho uma dor constante e surda. O tubo acima do testículo é proeminente, nenhuma infecção observada. O que pode estar causando a dor?",Tenho uma dor constante no escroto e fiz o teste recentemente. Minha varredura de testículo mostrou 4 cistos com cordão proeminente acima do testículo e nenhum sinal de infecção. Qual pode ser a causa da minha dor?
O lado inferior direito do meu rosto dói quando abro a boca. Alguém tem alguma ideia? Poderia ser tmj?,"Tenho TMJ e tomo medicamentos analgésicos de venda livre quando a dor é forte, mas não tenho tido muito alívio ultimamente. O que mais devo fazer para obter alívio?"
O lado inferior direito do meu rosto dói quando abro a boca. Alguém tem alguma ideia? Poderia ser tmj?,Meu rosto doeu no lado inferior direito sempre que abro a boca nas últimas 2 semanas. Isso é frustrante porque tenho que falar muito no trabalho. Eu tenho TMJ?
"Os músculos dos meus quadris logo acima da minha bunda doem muito. Na maioria das vezes, pinica de dor. Eu uso salto alto o tempo todo, dói usar sapatilha?",Meus músculos do quadril doem muito acima da minha nádega como uma beliscada. Normalmente uso salto e dói ao usar sapatilhas. O que poderia ser a causa?
"Os músculos dos meus quadris logo acima da minha bunda doem muito. Na maioria das vezes, pinica de dor. Eu uso salto alto o tempo todo, dói usar sapatilha?","Meus quadris estão doendo muito como uma dor de beliscão. Acho que é devido ao uso de salto sempre. Comecei a usar sapatilha, que dói também, mas acho que vai melhorar. Mas enquanto isso, o que posso tentar para obter alívio?"
"Sensação estranha de tontura 24: 7 para anos Ent dr disse que não alergias fez exames de sangue neuroexame no PC dr tudo de bom, eles dizem que ansiedade poderia ser?","Tenho tonturas constantes nos últimos anos. Consultei um otorrinolaringologista e um PCP, exame neuro, teste de alergia, hemograma, tudo deu negativo. É devido à ansiedade?"
"Sensação estranha de tontura 24: 7 para anos Ent dr disse que não alergias fez exames de sangue neuroexame no PC dr tudo de bom, eles dizem que ansiedade poderia ser?",Fui diagnosticado com ansiedade há alguns anos e tenho tomado xanax regularmente. Já faz algum tempo que consultei meu médico e há alguns meses estou com vertigens. Isso é muito perturbador. Devo voltar ao meu médico? Ele mudaria a dose ou o meu medicamento?
Qual antibiótico prescrito para cisto infectado?,"Eu tenho um cisto infectado e completei o curso de antibióticos prescritos ontem, mas ainda sinto os sintomas, embora leves. Quanto tempo deve levar para os sintomas desaparecerem completamente?"
Qual antibiótico prescrito para cisto infectado?,"Meu médico me disse que eu poderia ter infectado um cisto. Alguns testes foram feitos, aguardando relatórios. Qual antibiótico é geralmente prescrito para um cisto infectado?"
O que são transtorno obsessivo-compulsivo (OCD) e síndrome de Tourette?,Tenho Síndrome de Tourettes desde a infância e acho que tenho transtorno obsessivo-compulsivo recentemente. Quais são as chances de eles coexistirem?
O que são transtorno obsessivo-compulsivo (OCD) e síndrome de Tourette?,Meu pai foi diagnosticado com Transtorno Obsessivo Compulsivo recentemente. Eu estava fazendo uma pesquisa online e me deparei com a Síndrome de Tourette em um artigo. Você pode me dizer o que exatamente são essas duas síndromes?
