perguntas,respostas
"Como devo colocar, usar e tirar uma máscara médica?","Como colocar e tirar a máscara médica: Antes de tocar na máscara, limpe as mãos com um produto para esfregar à base de álcool ou sabão e água. Inspecione a máscara para ver se há rasgos ou buracos; não use uma máscara que já tenha sido usada ou que esteja danificada. Verifique qual é o lado de cima - normalmente é onde a tira de metal está. Em seguida, identifique o interior da máscara, que geralmente é o lado branco. Coloque a máscara seu rosto cobrindo o nariz, a boca e o queixo, certificando-se de que não haja espaços entre o rosto e a máscara. Coloque as alças atrás da cabeça ou das orelhas. Aperte a tira de metal para que se adapte ao formato do seu nariz. Lembre-se, faça não toque na parte frontal da máscara durante o uso para evitar contaminação; se você acidentalmente tocá-lo, limpe suas mãos. Como tirar a máscara médica: Antes de tocar na máscara, limpe as mãos com um produto para esfregar à base de álcool ou sabão e água. Remova as tiras de trás da cabeça ou das orelhas, sem tocar na parte frontal da máscara. Ao remover a máscara, incline-se para a frente e afaste-a do rosto. As máscaras médicas são para uso único; descarte a máscara imediatamente, de preferência em uma lixeira fechada. Limpe suas mãos após tocar na máscara. Esteja ciente da condição da máscara; substitua-a se ficar suja ou úmida.Como colocar e tirar uma máscara médica: Antes de tocar na máscara, limpe as mãos com um produto à base de álcool ou sabão e água. Inspecione a máscara para ver se há rasgos ou buracos; não use uma máscara que já tenha sido usada ou que esteja danificada. Verifique qual é o lado de cima - normalmente é onde a tira de metal está. Em seguida, identifique o interior da máscara, que geralmente é o lado branco. Coloque a máscara seu rosto cobrindo o nariz, a boca e o queixo, certificando-se de que não haja espaços entre o rosto e a máscara. Coloque as alças atrás da cabeça ou das orelhas. Aperte a tira de metal para que se adapte ao formato do seu nariz. Lembre-se, faça não toque na parte frontal da máscara durante o uso para evitar contaminação; se você acidentalmente tocá-lo, limpe suas mãos. Antes de tocar na máscara, limpe as mãos com um produto para esfregar à base de álcool ou sabão e água. Inspecione a máscara para ver se há rasgos ou buracos; não use uma máscara que já tenha sido usada ou que esteja danificada. Verifique qual é o lado de cima - normalmente é onde a tira de metal está. Em seguida, identifique o interior da máscara, que geralmente é o lado branco. Coloque a máscara seu rosto cobrindo o nariz, a boca e o queixo, certificando-se de que não haja espaços entre o rosto e a máscara. Coloque as alças atrás da cabeça ou das orelhas. Aperte a tira de metal para que se adapte ao formato do seu nariz. Lembre-se, faça não toque na parte frontal da máscara durante o uso para evitar contaminação; se você acidentalmente tocá-lo, limpe suas mãos. Como tirar a máscara médica: Antes de tocar na máscara, limpe as mãos com um produto para esfregar à base de álcool ou sabão e água. Remova as tiras de trás da cabeça ou das orelhas, sem tocar na parte frontal da máscara. Ao remover a máscara, incline-se para a frente e afaste-a do rosto. As máscaras médicas são para uso único; descarte a máscara imediatamente, de preferência em uma lixeira fechada. Limpe suas mãos após tocar na máscara. Esteja ciente da condição da máscara; substitua-a se ficar suja ou úmida. Antes de tocar na máscara, limpe as mãos com um produto à base de álcool ou sabão e água. Remova as tiras de trás da cabeça ou das orelhas, sem tocar na parte frontal da máscara. Ao remover a máscara, incline-se para a frente e afaste-a do rosto. As máscaras médicas são para uso único; descarte a máscara imediatamente, de preferência em uma lixeira fechada. Limpe suas mãos após tocar na máscara. Esteja ciente da condição da máscara; substitua-o se ficar sujo ou úmido."
Como devo fazer minha própria máscara de tecido?,"As máscaras de tecido devem ser fixadas com laços ou laços elásticos, incluir várias camadas, ser laváveis ​​e reutilizáveis. Idealmente, devem ser feitas de três camadas de tecido. Camada interna de material absorvente, como algodão. Camada média de material não tecido não absorvente, como polipropileno. Camada externa de material não absorvente, como poliéster ou mistura de poliéster. Observe nossos 'Materiais e composição de máscara de tecido recomendados pela OMS' vídeo para mais informações. As máscaras de tecido devem ser fixadas com laços ou laços elásticos, incluir várias camadas, ser laváveis ​​e reutilizáveis. Idealmente, devem ser feitas de três camadas de tecido. Camada interna de material absorvente, como algodão. Camada média de material não tecido não absorvente, como polipropileno. Camada externa de material não absorvente, como poliéster ou mistura de poliéster. Camada interna de material absorvente, como algodão. Camada média de material não tecido não absorvente, como polipropileno. Camada externa de material não absorvente, como poliéster ou mistura de poliéster. Veja nosso vídeo 'Materiais e composição de máscara de tecido recomendados pela OMS' para obter mais informações. Materiais e composição de máscara de tecido recomendados pela OMS"
"Qual é a diferença entre máscaras médicas e respiradores, como N95s?","Máscaras médicas (também conhecidas como máscaras cirúrgicas) Composição: Feita de três camadas de materiais não tecidos sintéticos. Configurada para ter camadas de filtração imprensadas no meio. Disponível em diferentes espessuras. Possui vários níveis de resistência a fluidos e filtração. Os respiradores (também conhecidos como respiradores com peça facial de filtragem - FFP) estão disponíveis em diferentes níveis de desempenho, como FFP2, FFP3, N95, N99. As máscaras respiratórias são projetadas para proteger os profissionais de saúde que prestam cuidados a pacientes COVID-19 em ambientes e áreas onde os procedimentos de geração de aerossol são empreendido. Os profissionais de saúde devem passar por um teste de adequação antes de usar um respirador para garantir que estão usando o tamanho correto.Máscaras médicas (também conhecidas como máscaras cirúrgicas) Composição: Feita de três camadas de materiais sintéticos não tecidosConfigurado para ter camadas de filtragem imprensadas no meio. Disponível em diferentes espessuras. Possui vários níveis de resistência a fluidos e filtração. Feito de três camadas de materiais não tecidos sintéticosConfigurado para ter camadas de filtração imprensadas no meio. Disponível em diferentes espessuras. Possui vários níveis de resistência a fluidos e filtração. Os respiradores (também conhecidos como respiradores com peça facial de filtragem - FFP) estão disponíveis em diferentes níveis de desempenho, como FFP2, FFP3, N95, N99. As máscaras respiratórias são projetadas para proteger os profissionais de saúde que prestam cuidados a pacientes COVID-19 em ambientes e áreas onde os procedimentos de geração de aerossol são empreendido. Os profissionais de saúde devem passar por um teste de ajuste antes de usar um respirador para garantir que estão usando o tamanho correto."
A OMS recomenda o uso de máscaras com válvulas expiratórias para prevenir a transmissão de COVID-19?,"Não, a OMS não recomenda o uso de máscaras com válvulas expiratórias. Essas máscaras são destinadas a trabalhadores industriais, para evitar que poeira e partículas sejam inaladas quando a válvula se fecha na inspiração. No entanto, a válvula abre na expiração, tornando mais fácil respirar, mas também permitindo que qualquer vírus se afunde através da abertura da válvula, tornando a máscara ineficaz na prevenção da propagação de COVID-19. Não, a OMS não recomenda o uso de máscaras com válvulas de expiração . Essas máscaras são destinadas a trabalhadores industriais, para evitar que poeira e partículas sejam inaladas quando a válvula se fecha na inspiração. No entanto, a válvula abre na expiração, tornando mais fácil respirar, mas também permitindo que qualquer vírus se funil através da abertura da válvula, tornando a máscara ineficaz na prevenção da propagação de COVID-19."
A OMS recomenda o uso de luvas na comunidade para prevenir a transmissão de COVID-19?,"Não, a OMS não recomenda o uso geral de luvas por pessoas da comunidade. Em vez disso, em locais públicos, como supermercados ou edifícios públicos / privados, a OMS recomenda a instalação de postos públicos de higienização das mãos na entrada e na saída, para que as pessoas possam limpar facilmente as mãos. Ao melhorar amplamente as práticas de higiene das mãos, os países podem ajudar a prevenir a propagação do vírus COVID-19 e outras infecções. Não, a OMS não recomenda o uso geral de luvas por pessoas da comunidade. Em vez disso, em locais públicos, como supermercados ou edifícios públicos / privados, a OMS recomenda a instalação de postos públicos de higienização das mãos na entrada e na saída, para que as pessoas possam limpar facilmente as mãos. Ao melhorar amplamente as práticas de higiene das mãos, os países podem ajudar a prevenir a propagação do vírus COVID-19 e outras infecções."
Por que e onde os profissionais de saúde devem usar máscaras médicas no contexto do COVID-19?,"Os profissionais de saúde têm maior probabilidade de exposição ao COVID-19 porque estão em contato próximo com pacientes com COVID-19 suspeito, provável ou confirmado. Onde o COVID-19 está se espalhando, os profissionais de saúde e cuidadores devem usar máscara médica em todas as clínicas áreas de qualquer instalação médica. As máscaras devem ser usadas durante seus turnos, exceto quando comer, beber ou precisar trocar a máscara por razões específicas: Os profissionais de saúde e cuidadores incluem: médicos, enfermeiras, parteiras, assistentes médicos, limpadores, agentes comunitários de saúde e quaisquer outros que trabalhem em áreas clínicas. As áreas clínicas de particular importância são: triagem / triagem e salas de emergência, médicos de família / clínicas de GP, departamentos ambulatoriais, unidades COVID-19 dedicadas, obstetrícia, hematológicas, unidades de câncer e transplante, saúde de longo prazo, instalações de cuidados comunitários e instalações residenciais. Isso significa que em áreas onde há pacientes - quaisquer pacientes - a OMS recomenda que os trabalhadores da unidade de saúde usem uma máscara médica, mesmo que o distanciamento físico possa ser mantido. Máscaras de respirador são recomendadas para uso onde procedimentos de geração de aerossol estão em vigor para um suspeito / confirmou o paciente COVID-19. Nessas situações, a OMS recomenda o uso de precauções para transporte aéreo e de contato. Como existem relatos de profissionais de saúde sendo infectados com COVID-19 fora das unidades de saúde, é fundamental que os profissionais de saúde, como todas as pessoas, sigam as orientações para se protegerem da infecção quando estiverem fora de uma unidade de saúde. Recursos adicionais: Os profissionais de saúde podem concluir nosso curso OpenWHO sobre como colocar e remover equipamentos de proteção individual. Leia nossa orientação sobre ‘Prevenção e controle de infecções durante o atendimento médico quando houver suspeita ou confirmação de doença coronavírus (COVID-19). A OMS emitiu pela primeira vez uma orientação provisória sobre as práticas recomendadas para profissionais de saúde que cuidam de pacientes com suspeita ou confirmação de COVID-19 em janeiro de 2020, que incluiu as seguintes precauções de contato / gotículas: jaleco cirúrgico, luvas, máscara médica e proteção para os olhos Os profissionais de saúde têm maior probabilidade de ser expostos ao COVID-19 porque estão em contato próximo com pacientes com COVID-19 suspeito, provável ou confirmado. Onde o COVID-19 está se espalhando, os profissionais de saúde e cuidadores devem usar máscara médica em todas as áreas clínicas de qualquer instalação médica. As máscaras devem ser usadas durante seus turnos, exceto quando comer, beber ou precisar trocar a máscara por razões específicas: Os profissionais de saúde e cuidadores incluem: médicos, enfermeiras, parteiras, assistentes médicos, limpadores, agentes comunitários de saúde e quaisquer outros que trabalhem em áreas clínicas. As áreas clínicas de particular importância são: triagem / triagem e salas de emergência, médicos de família / clínicas de GP, departamentos ambulatoriais, unidades COVID-19 dedicadas, obstetrícia, hematológicas, unidades de câncer e transplante, saúde de longo prazo, instalações de cuidados comunitários e instalações residenciais. Os profissionais de saúde e cuidadores incluem: médicos, enfermeiras, parteiras, assistentes médicos, limpadores, agentes comunitários de saúde e qualquer outro que trabalhe em áreas clínicas. As áreas clínicas de particular importância são: triagem / triagem e salas de emergência, médicos de família / clínicas de GP, pacientes externos departamentos, unidades COVID-19 dedicadas, unidades de obstetrícia, hematológicas, câncer e transplantes, saúde de longo prazo, instalações de cuidados comunitários e instalações residenciais. Isso significa que em áreas onde há pacientes - quaisquer pacientes - a OMS recomenda que os trabalhadores da unidade de saúde usem uma máscara médica, mesmo que o distanciamento físico possa ser mantido. Máscaras de respirador são recomendadas para uso onde procedimentos de geração de aerossol estão em vigor para um suspeito / confirmou o paciente COVID-19. Nessas situações, a OMS recomenda o uso de precauções para transporte aéreo e de contato. Como existem relatos de profissionais de saúde sendo infectados com COVID-19 fora das unidades de saúde, é fundamental que os profissionais de saúde, como todas as pessoas, sigam as orientações para se protegerem da infecção quando estiverem fora de uma unidade de saúde. Recursos adicionais: Os profissionais de saúde podem concluir nosso curso OpenWHO sobre como colocar e remover equipamentos de proteção individual. Leia nossa orientação sobre ‘Prevenção e controle de infecções durante o atendimento médico quando houver suspeita ou confirmação de doença coronavírus (COVID-19). Os profissionais de saúde podem concluir nosso curso OpenWHO sobre como colocar e remover o equipamento de proteção individual. Curso OpenWHOLeia nossa orientação sobre ""Prevenção e controle de infecções durante o atendimento médico quando houver suspeita ou confirmação de doença coronavírus (COVID-19)"". Prevenção e controle de infecção durante o atendimento à saúde quando houver suspeita ou confirmação de doença coronavírus (COVID-19) em janeiro de 2020"
Qual é o tamanho que uma reunião ou evento precisa ter para ser uma “reunião de massa”?,"Eventos esportivos internacionais de alto nível, como as Olimpíadas ou Copas do Mundo, bem como eventos religiosos internacionais, como o Hajj, contam como encontros de massa. No entanto, conferências e eventos de perfil inferior também podem atender à definição da OMS de reunião em massa. Um evento conta como uma “reunião de massa” se o número de pessoas que reúne for tão grande que tenha o potencial de sobrecarregar os recursos de planejamento e resposta do sistema de saúde na comunidade onde ocorre. Você precisa considerar o local e a duração do evento, bem como o número de participantes. Por exemplo, se o evento ocorrer durante vários dias em um pequeno estado-ilha onde a capacidade do sistema de saúde é bastante limitada, então mesmo um evento com apenas alguns milhares de participantes pode colocar uma grande pressão no sistema de saúde e, então, ser considerado um Evento de “reunião em massa”. Por outro lado, se o evento for realizado em uma grande cidade em um país com um grande sistema de saúde com recursos suficientes e durar apenas algumas horas, o evento pode não constituir um evento de ""reunião de massa"". Eventos esportivos internacionais de alto perfil, como o Olimpíadas ou Copas do Mundo, bem como eventos religiosos internacionais, como o Hajj, contam como reuniões de massa. No entanto, conferências e eventos de perfil inferior também podem atender à definição da OMS de reunião em massa. Um evento conta como uma “reunião de massa” se o número de pessoas que reúne for tão grande que tenha o potencial de sobrecarregar os recursos de planejamento e resposta do sistema de saúde na comunidade onde ocorre. Você precisa considerar o local e a duração do evento, bem como o número de participantes. Por exemplo, se o evento ocorrer durante vários dias em um pequeno estado-ilha onde a capacidade do sistema de saúde é bastante limitada, então mesmo um evento com apenas alguns milhares de participantes pode colocar uma grande pressão no sistema de saúde e, então, ser considerado um Evento de “reunião em massa”. Por outro lado, se o evento for realizado em uma grande cidade em um país com um grande sistema de saúde com recursos suficientes e durar apenas algumas horas, o evento pode não constituir um evento de “reunião de massa”."
A OMS recomenda que todas as reuniões de massa internacionais sejam canceladas por causa do COVID-19?,"Não. Como cada reunião internacional em massa é diferente, os fatores a serem considerados ao determinar se o evento deve ser cancelado também podem ser diferentes. Qualquer decisão de mudar um encontro internacional planejado deve ser baseada em uma avaliação cuidadosa dos riscos e como eles podem ser gerenciados, e o nível de planejamento do evento. A avaliação deve envolver todas as partes interessadas no evento e, em particular, as autoridades de saúde do país ou comunidade onde o evento será realizado. Essas autoridades e partes interessadas estão na melhor posição para avaliar o nível de estresse que o evento pode causar no sistema de saúde local e nos serviços de emergência - e se esse nível de estresse é aceitável na situação atual. É opinião da OMS que todos os países com transmissão comunitária devem considerar seriamente o adiamento ou redução das reuniões em massa que reúnem as pessoas e têm o potencial de amplificar a doença e apoiar as melhores práticas recomendadas de distanciamento físico. Qualquer decisão será apoiada pelo uso de ferramentas da OMS, em particular a Avaliação de Risco para Reuniões em Massa durante o COVID-19. Se restrições de movimento e outras medidas nacionais foram estabelecidas no país, o WHO RA não se aplica. No entanto, quando o processo de reabertura / realização de reuniões em massa está sendo considerado restrições pós-movimento, será fundamental garantir que todas as decisões sejam baseadas em uma avaliação de risco, como a avaliação de risco COVID-19 de reuniões em massa da OMS. Como cada reunião internacional em massa é diferente, os fatores a serem considerados ao determinar se o evento deve ser cancelado também podem ser diferentes. Qualquer decisão de mudar um encontro internacional planejado deve ser baseada em uma avaliação cuidadosa dos riscos e como eles podem ser gerenciados, e o nível de planejamento do evento. A avaliação deve envolver todas as partes interessadas no evento e, em particular, as autoridades de saúde do país ou comunidade onde o evento será realizado. Essas autoridades e partes interessadas estão na melhor posição para avaliar o nível de estresse que o evento pode causar no sistema de saúde local e nos serviços de emergência - e se esse nível de estresse é aceitável na situação atual. É opinião da OMS que todos os países com comunidade a transmissão deve considerar seriamente o adiamento ou redução de aglomerados de massa que reúnem as pessoas e têm o potencial de amplificar a doença e apoiar a melhor prática recomendada de distanciamento físico. Qualquer decisão será apoiada pelo uso de ferramentas da OMS, em particular a Avaliação de Risco para Reuniões em Massa durante o COVID-19. Se restrições de movimento e outras medidas nacionais foram estabelecidas no país, o RA da OMS não se aplica. No entanto, quando o processo de reabertura / realização de reuniões em massa está sendo considerado restrições pós-movimento, será fundamental garantir que todas as decisões sejam baseadas em uma avaliação de risco, como a avaliação de risco COVID-19 de reuniões em massa da OMS."
Que fatores os organizadores e as autoridades de saúde devem considerar ao avaliar se os riscos são aceitáveis ​​ou não?,"Para os países que atualmente não têm transmissão comunitária de COVID-19, a consideração prioritária será se o evento planejado de coleta em massa aumenta substancialmente o risco de o vírus entrar no país e se estabelecer, bem como o risco para os participantes de importação de infecção de volta ao seu país de origem e aumentando ainda mais a disseminação global. Ao fazer essa avaliação, os organizadores e suas autoridades de saúde nacionais ou locais devem reconhecer que o risco de casos importados de COVID-19 está naturalmente ligado a viagens internacionais. Eles também devem reconhecer que não é realista nem desejável ter como objetivo o risco zero. Quando os organizadores e as autoridades de saúde estão determinando se realizam uma reunião em massa, eles devem determinar o que é um risco aceitável e quais medidas adicionais devem ser implementadas para mitigar os riscos. Para países onde COVID-19 já começou a se espalhar na comunidade, a chave a consideração será: visando conter ou pelo menos diminuir a propagação do vírus na comunidade local / país. Prevenir participantes de outros países de serem infectados com COVID-19 Em cada caso, o risco deve ser considerado no contexto das características conhecidas da COVID-19, sua gravidade, sua transmissibilidade e a eficácia das medidas de prevenção ou redução da transmissão. A pressão já colocada no sistema de saúde local em resposta ao (s) surto (s) de COVID-19 e a pressão adicional que o acúmulo de massa pode causar no sistema também precisam ser levados em consideração. Você pode encontrar mais conselhos sobre o que observar no documento da OMS, recomendações-chave de planejamento para reuniões em massa no contexto do surto atual de COVID-19 de 14 de fevereiro de 2020. Consulte: https://www.who.int/publications-detail/key-planning-recommendations-for-mass -gatherings-in-the-context-of-the-current-covid-19-surto Para os países que não estão experimentando transmissão comunitária de COVID-19, a consideração prioritária será se o evento planejado de coleta em massa aumenta substancialmente o risco do vírus entrando no país e se estabelecendo, bem como o risco de os participantes importarem a infecção de volta para seu país de origem e aumentar ainda mais a disseminação global. Ao fazer essa avaliação, os organizadores e suas autoridades de saúde nacionais ou locais devem reconhecer que o risco de casos importados de COVID-19 está naturalmente ligado a viagens internacionais. Eles também devem reconhecer que não é realista nem desejável ter como objetivo o risco zero. Quando os organizadores e as autoridades de saúde estão determinando se realizam uma reunião em massa, eles devem determinar o que é um risco aceitável e quais medidas adicionais devem ser implementadas para mitigar os riscos. Para países onde COVID-19 já começou a se espalhar na comunidade, a chave consideração será: visando conter ou pelo menos desacelerar a propagação do vírus na comunidade local / país. evitar que participantes de outros países sejam infectados com COVID-19 com o objetivo de conter ou pelo menos diminuir a propagação do vírus no comunidade local / país. evitando que participantes de outros países sejam infectados com COVID-19 Em cada caso, o risco deve ser considerado no contexto das características conhecidas do COVID-19, sua gravidade, sua transmissibilidade e a eficácia das medidas para prevenir ou reduzir transmissão. A pressão já colocada no sistema de saúde local em resposta ao (s) surto (s) de COVID-19 e a pressão adicional que o acúmulo de massa pode causar no sistema também precisam ser levados em consideração. Você pode encontrar mais conselhos sobre o que observar no documento da OMS, recomendações-chave de planejamento para reuniões em massa no contexto do surto atual de COVID-19 de 14 de fevereiro de 2020. Consulte: https://www.who.int/publications-detail/key-planning-recommendations-for-mass -gatherings-in-the-context-of-the-current-covid-19-outbreak https://www.who.int/publications-detail/key-planning-recommendations-for-mass-gatherings-in-the- context-of-the-current-covid-19-outbreak"
E se minha organização não tiver experiência para avaliar os riscos que o COVID-19 apresenta para nossa reunião de massa planejada?,"As autoridades nacionais e locais de saúde pública no país onde você planeja realizar a reunião em massa provavelmente saberão como conduzir uma avaliação de risco à saúde. Se houver um Escritório da OMS no país, eles também poderão fornecer algum apoio especializado. O mesmo pode acontecer com o Escritório Regional da OMS na sua parte do mundo. Você pode encontrar os nomes e detalhes de contato dos Escritórios Regionais da OMS em https://www.who.int/about/who-we-are/regional-offices As autoridades nacionais e locais de saúde pública no país onde você planeja trabalhar a reunião em massa provavelmente saberá como conduzir uma avaliação de risco à saúde. Se houver um Escritório da OMS no país, eles também poderão fornecer algum apoio especializado. O mesmo pode acontecer com o Escritório Regional da OMS na sua parte do mundo. Você pode encontrar os nomes e detalhes de contato dos Escritórios Regionais da OMS em https://www.who.int/about/who-we-are/regional-offices https://www.who.int/about/who-we -são / escritórios regionais"
"Se prosseguirmos com uma reunião de massa internacional, o que podemos fazer para reduzir o risco de os participantes pegarem COVID-19?","Promover a lavagem das mãos, higiene respiratória e distanciamento social no evento. Certifique-se de ter os dados de contato de emergência de todos os participantes, incluindo onde eles ficarão durante o evento. Você deve deixar claro para eles que essas informações serão compartilhadas com as autoridades locais de saúde pública para permitir um rastreamento rápido de contato caso um participante do evento adoeça com COVID-19. Os organizadores do evento precisam ter um plano de preparação acordado para o caso de um ou mais participantes ficarem doentes com os sintomas do COVID-19. Isso deve incluir o rápido isolamento da pessoa doente e sua transferência segura para uma unidade de saúde local. Você deve considerar se o número de participantes no evento poderia ser reduzido, disponibilizando a participação por vídeo ou teleconferência e possivelmente rastreando os participantes quanto aos sintomas do COVID-19 (tosse, febre, mal-estar) nos pontos de entrada no local. Você pode encontrar conselhos sobre como os participantes individuais podem proteger a si mesmos e a seus entes queridos do COVID-19 em: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-publicPromote lavagem das mãos, respiração higiene e distanciamento social no evento. Certifique-se de ter os dados de contato de emergência de todos os participantes, incluindo onde eles ficarão durante o evento. Você deve deixar claro para eles que essas informações serão compartilhadas com as autoridades locais de saúde pública para permitir um rastreamento rápido de contato caso um participante do evento adoeça com COVID-19. Os organizadores do evento precisam ter um plano de preparação acordado para o caso de um ou mais participantes ficarem doentes com os sintomas do COVID-19. Isso deve incluir o rápido isolamento da pessoa doente e sua transferência segura para uma unidade de saúde local. Você deve considerar se o número de participantes no evento poderia ser reduzido, disponibilizando a participação por vídeo ou teleconferência e possivelmente rastreando os participantes quanto aos sintomas do COVID-19 (tosse, febre, mal-estar) nos pontos de entrada no local. Você pode encontrar conselhos sobre como os participantes individuais podem proteger a si mesmos e seus entes queridos do COVID-19 em: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-publichttps://www .who.int / emergências / doenças / novel-coronavirus-2019 / conselho para o público"
Onde posso encontrar mais conselhos sobre como avaliar e gerenciar os riscos à saúde em reuniões de massa internacionais?,"A OMS produziu orientações e também um curso de treinamento sobre como planejar uma reunião em massa. A orientação e o curso examinam como conduzir uma avaliação de risco, planejar e gerenciar riscos à saúde em parceria com as autoridades locais: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/technical- orientação / pontos de entrada e reuniões em massa Você pode encontrar conselhos para dar aos participantes individuais sobre como proteger a si próprios e a seus entes queridos do COVID-19 em: https://www.who.int/emergencies/diseases/ novel-coronavirus-2019 / advis-for-public A OMS produziu orientações e também um curso de treinamento sobre como planejar uma reunião em massa. A orientação e o curso examinam como conduzir uma avaliação de risco, planejar e gerenciar riscos à saúde em parceria com as autoridades locais: https://www.who.int/emergencies/diseases/novel-coronavirus-2019/technical- orientação / pontos de entrada e reuniões em massa Você pode encontrar conselhos para dar aos participantes individuais sobre como proteger a si próprios e a seus entes queridos do COVID-19 em: https://www.who.int/emergencies/diseases/ novel-coronavirus-2019 / advis-for-public https://www.who.int/emergencies/diseases/novel-coronavirus-2019/technical-guidance/points-of-entry-and-mass-gatheringshttps://www .who.int / emergências / doenças / novel-coronavirus-2019 / conselho para o público"
Quais devem ser os critérios para excluir um atleta ou outro participante credenciado da competição?,"Critérios de saúde acordados são necessários para a exclusão de atletas de competir e para permitir que eles retornem à competição onde for apropriado. Estes devem ser consistentes com as diretrizes de saúde pública para a população em geral, com perfis de risco baseados em viagens recentes para zonas de transmissão de alto risco da comunidade, contato recente com indivíduos com diagnóstico ou suspeita de ter COVID-19, sintomatologia atual, etc. Atletas que são mal-estar não deve participar de eventos. Se o teste dos atletas for acordado com o serviço de saúde pública local, é necessário considerar a disponibilidade do teste, o tempo necessário para o recebimento dos resultados do teste e a capacidade dos serviços de saúde do país anfitrião. Os critérios para exclusão de oficiais / juízes da competição e para permitir que eles retornem à competição quando apropriado devem seguir as orientações e os critérios para o local de trabalho. Requisitos para a presença de todos os atletas e outros participantes credenciados devem ser colocados em prática: - exame de saúde: viagem declaração e triagem de temperatura - protocolos de rastreamento de contato prontos (com todos os detalhes dos presentes) - permitindo espaçamento extra (distanciamento físico) - seguindo todas as precauções de higiene. Os procedimentos de isolamento para atletas e outros participantes credenciados (por exemplo, equipe de campo, equipes médicas, oficiais que têm contato próximo com os atletas) que se sentem mal ou se tornam sintomáticos devem ser claros e documentados e ensaiados antes da realização do evento, especialmente para esportes de alto risco, por exemplo esportes de contato. Critérios de saúde acordados são necessários para a exclusão de atletas de competir e para permitir que eles retornem às competições quando apropriado. Estes devem ser consistentes com as diretrizes de saúde pública para a população em geral, com perfis de risco baseados em viagens recentes para zonas de transmissão de alto risco da comunidade, contato recente com indivíduos com diagnóstico ou suspeita de ter COVID-19, sintomatologia atual, etc. Atletas que são mal-estar não deve participar de eventos. Se o teste dos atletas for acordado com o serviço de saúde pública local, é necessário considerar a disponibilidade do teste, o tempo necessário para o recebimento dos resultados do teste e a capacidade dos serviços de saúde do país anfitrião. Os critérios para exclusão de oficiais / juízes da competição e para permitir que eles retornem à competição quando apropriado devem seguir as orientações e critérios para o local de trabalho. Orientações e critérios para o local de trabalhoRequisitos para a participação de todos os atletas e outros participantes credenciados devem ser colocados em prática: - exame de saúde: declaração de viagem e triagem de temperatura - protocolos de rastreamento de contato prontos (com todos os detalhes dos presentes) - permitindo espaçamento extra (distanciamento físico) - seguindo todas as precauções de higiene. Os procedimentos de isolamento para atletas e outros participantes credenciados (por exemplo, equipe de campo, equipes médicas, oficiais que têm contato próximo com os atletas) que se sentem mal ou se tornam sintomáticos devem ser claros e documentados e ensaiados antes da realização do evento, especialmente para esportes de alto risco, por exemplo esportes de contato."
Os organizadores do evento devem providenciar a triagem em locais além dos requisitos do governo nacional para o ponto de entrada (PoE)?,"A triagem de temperatura por si só, na saída ou entrada, não é uma forma eficaz de impedir a propagação internacional, uma vez que os indivíduos infectados podem estar em período de incubação, podem não expressar sintomas aparentes no início do curso da doença ou podem dissimular a febre através do uso de antipiréticos; além disso, tais medidas requerem investimentos substanciais para o que pode trazer poucos benefícios. É mais eficaz fornecer mensagens de recomendação de prevenção aos viajantes e coletar declarações de saúde na chegada, com detalhes de contato dos viajantes, para permitir uma avaliação de risco adequada e um possível rastreamento de contato dos viajantes que chegam. Os organizadores do evento também devem considerar a capacidade de realizar isso e a gestão de casos suspeitos. No entanto, as organizações esportivas podem ter critérios de participação mais rígidos do que os requisitos do governo para Portos de entrada no país, baseados na avaliação de risco do evento, incluindo a capacidade de saúde dos organizadores. Qualquer questionário de triagem adicional para participação em eventos deve ser alinhado ao público agências de saúde na jurisdição. É necessário considerar como gerenciar grupos diferentes - atletas, oficiais e espectadores, e o grande número de indivíduos que provavelmente chegarão a um evento esportivo de muitos países estrangeiros - e seguir os conselhos de viagem do país anfitrião e da OMS e avaliar se há dificuldade em obter informações precisas sobre o histórico de viagens desses indivíduos. A triagem de temperatura por si só, na saída ou entrada, não é uma forma eficaz de impedir a disseminação internacional, uma vez que os indivíduos infectados podem estar em período de incubação, podem não expressar sintomas aparentes no início no curso da doença, ou pode dissimular a febre com o uso de antipiréticos; além disso, tais medidas requerem investimentos substanciais para o que pode trazer poucos benefícios. É mais eficaz fornecer mensagens de recomendação de prevenção aos viajantes e coletar declarações de saúde na chegada, com detalhes de contato dos viajantes, para permitir uma avaliação de risco adequada e um possível rastreamento de contato dos viajantes que chegam. Os organizadores de eventos de viagens que chegam também devem considerar a capacidade de realizar isso e a gestão de casos suspeitos. No entanto, as organizações esportivas podem ter critérios de participação mais rígidos do que os requisitos do governo para Portos de entrada no país, baseados na avaliação de risco do evento, incluindo a capacidade de saúde dos organizadores. Qualquer questionário de triagem adicional para participação em eventos deve ser alinhado ao público agências de saúde na jurisdição. É necessário considerar como gerenciar grupos diferentes - atletas, oficiais e espectadores, e o grande número de indivíduos que provavelmente chegarão a um evento esportivo de muitos países estrangeiros - e seguir os conselhos de viagem do país anfitrião e da OMS e avaliar se há dificuldade em obter informações precisas sobre o histórico de viagens dessas pessoas. OMS conselhos de viagem"
